person_code,dr_cnt,person_name,person_pic_url,path_mean,link_cnt,person_en,d
165287,22,조양자,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile68.uf.daum.net%2Fimage%2F1755F84F4F87BFD010F8E3,1.92246188174042,508,hicfgb,3
1161695,1,성하,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile27.uf.daum.net%2Fimage%2F171372484F3B1A2D15AB5B,2.40981777612495,26,fjgbgbb,4
915270,1,백현,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile27.uf.daum.net%2Fimage%2F214E3E345306DB91214DC7,2.82186686500558,8,ahcfbj,4
542800,4,신현빈,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile126.uf.daum.net%2Fimage%2F1432BE3E4DFEAA61184CB6,2.13722573447378,104,aaicef,3
542709,1,황돈희,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile167.uf.daum.net%2Fimage%2F2205893556A071EA22C7FA,2.5052063964299,27,jahcef,4
30752,2,이준호,http://img1.daumcdn.net/thumb/C216x216/?fname=https%3A%2F%2Fsearch1.daumcdn.net%2Fcontent%2Fsdb%2F56D79F400544C80003,2.2599479360357,54,cfhad,3
17315,5,이혜영,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile96.uf.daum.net%2Fimage%2F020ACB0148E367C1097B08,2.11993306061733,112,fbdhb,4
819985,1,토리 버치,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile70.uf.daum.net%2Fimage%2F184DE3464F46FC603529B4,2.40219412420974,23,fijjbi,4
71128,1,백수장,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile168.uf.daum.net%2Fimage%2F2132F94955D283F11581D8,2.44589066567497,31,icbbh,4
18747,24,윤기원,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile69.uf.daum.net%2Fimage%2F2337B542562844DC098DF4,1.90870211974712,559,hehib,3
19409,3,신이,http://img1.daumcdn.net/thumb/C216x216/?fname=http%3A%2F%2Fcfile166.uf.daum.net%2Fimage%2F262BD24C5614B800233176,2.17199702491633,64,jaejb,4
